transport,vehicle_type,vehicle_monthly_distance_km,frequency_of_traveling_by_air,region,heating_energy_source,how_long_tv_pc_daily_hour,how_long_internet_daily_hour,diet,monthly_grocery_bill,how_many_new_clothes_monthly,waste_bag_size,waste_bag_weekly_count,recycling,cooking_with,grid_factor,grocery_factor,household_size,country,carbon_emission_kgco2e_month
private,petrol,115.4,rarely,mixed,electricity,5.0,7.5,omnivore,249.3,1,medium,2,['none'],"['stove', 'microwave']",0.21741,0.44,2,uk,442.7
public,none,75.1,never,mixed,electricity,9.0,4.0,vegan,367.4,2,medium,2,"['paper', 'plastic', 'metal', 'glass']","['stove', 'oven']",0.3844,0.36,6,us,268.0
private,hybrid,413.7,rarely,renewable_heavy,natural gas,4.0,8.0,omnivore,448.4,4,medium,2,"['paper', 'plastic']","['oven', 'microwave']",0.085,0.36,1,us,662.7
walk/bicycle,none,166.8,very frequently,mixed,natural gas,1.0,5.5,vegetarian,1873.7,1,medium,3,"['paper', 'plastic']","['stove', 'oven']",0.67013,0.11,3,india,832.1
private,none,207.1,often,mixed,natural gas,3.0,3.0,omnivore,624.7,2,extra large,1,['plastic'],['none'],0.21741,0.44,4,uk,700.9
walk/bicycle,none,196.6,rarely,mixed,electricity,6.5,3.5,omnivore,5000.0,2,medium,3,['paper'],"['stove', 'oven']",0.67013,0.11,3,india,1022.6
public,none,113.2,often,mixed,natural gas,9.0,9.5,vegetarian,366.4,0,large,3,['none'],['stove'],0.21741,0.44,1,uk,675.0
public,none,95.9,rarely,mixed,natural gas,6.5,7.0,omnivore,455.3,1,small,3,"['plastic', 'glass']","['stove', 'grill']",0.3844,0.36,3,us,538.1
private,diesel,47.8,rarely,mixed,electricity,5.0,5.5,omnivore,5000.0,2,large,2,"['paper', 'metal']","['stove', 'oven']",0.67013,0.11,8,india,975.4
public,none,347.5,often,mixed,electricity,3.0,7.5,vegetarian,5000.0,3,medium,4,"['paper', 'plastic']","['stove', 'oven', 'microwave', 'airfryer']",0.67013,0.11,1,india,1194.4
public,none,158.7,never,mixed,electricity,3.0,7.5,omnivore,412.1,0,medium,1,['paper'],"['stove', 'microwave']",0.3844,0.36,3,us,408.6
private,none,546.5,very frequently,mixed,electricity,5.5,8.0,omnivore,533.9,1,extra large,1,['none'],"['stove', 'oven', 'microwave']",0.3844,0.36,3,us,896.0
private,petrol,254.5,rarely,mixed,electricity,4.5,9.0,omnivore,961.2,0,large,4,['paper'],"['oven', 'microwave']",0.67013,0.11,1,india,763.3
public,none,751.6,never,mixed,electricity,0.5,8.5,vegetarian,241.1,1,medium,1,['metal'],"['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,336.4
walk/bicycle,none,128.4,never,mixed,wood,1.0,10.5,omnivore,149.9,3,medium,3,"['plastic', 'glass']","['stove', 'microwave']",0.21741,0.44,2,uk,386.8
public,none,75.5,rarely,mixed,natural gas,3.5,4.0,omnivore,378.3,0,small,1,['none'],['stove'],0.3844,0.36,2,us,480.7
private,diesel,967.0,rarely,mixed,electricity,4.5,3.5,omnivore,1124.5,1,medium,4,"['paper', 'glass']","['stove', 'microwave']",0.3844,0.36,1,us,990.9
public,none,511.9,rarely,mixed,electricity,2.5,10.5,vegan,1245.6,0,medium,2,['none'],"['oven', 'grill', 'airfryer']",0.67013,0.11,2,india,396.5
private,petrol,33.9,rarely,renewable_heavy,natural gas,5.0,6.0,vegetarian,258.4,2,medium,2,['none'],"['stove', 'grill']",0.048,0.44,2,uk,374.5
private,petrol,273.9,rarely,mixed,electricity,5.0,4.0,vegetarian,2599.6,3,medium,4,['paper'],['stove'],0.67013,0.11,2,india,678.9
public,none,342.4,rarely,mixed,natural gas,5.0,3.5,vegetarian,154.0,7,large,4,['none'],"['stove', 'airfryer']",0.21741,0.44,2,uk,537.8
private,diesel,148.2,never,mixed,wood,6.5,6.5,vegetarian,2402.9,0,medium,4,['paper'],"['stove', 'oven']",0.67013,0.11,4,india,469.3
public,none,57.0,never,mixed,electricity,1.5,3.0,pescatarian,113.0,1,medium,1,"['paper', 'plastic']",['microwave'],0.3844,0.36,1,us,259.4
private,lpg,153.4,never,renewable_heavy,electricity,4.5,2.5,omnivore,1732.6,4,small,1,['none'],"['oven', 'microwave']",0.147,0.11,2,india,513.0
private,none,215.7,rarely,renewable_heavy,natural gas,4.5,5.5,omnivore,848.3,2,large,4,"['paper', 'metal', 'glass']","['stove', 'oven', 'microwave']",0.147,0.11,1,india,714.9
public,none,96.3,rarely,mixed,electricity,6.0,5.5,vegetarian,244.6,0,small,2,"['paper', 'plastic']","['stove', 'microwave']",0.21741,0.44,1,uk,371.7
private,diesel,346.7,very frequently,renewable_heavy,electricity,4.0,6.0,pescatarian,418.8,1,medium,1,"['paper', 'plastic']","['stove', 'airfryer']",0.085,0.36,2,us,820.3
walk/bicycle,none,42.7,never,mixed,natural gas,2.0,2.5,omnivore,420.4,4,large,3,['none'],['microwave'],0.3844,0.36,1,us,623.0
walk/bicycle,none,212.5,rarely,mixed,electricity,4.0,3.0,vegetarian,328.8,2,medium,11,"['paper', 'metal']","['stove', 'oven', 'microwave', 'airfryer']",0.21741,0.44,5,uk,415.4
walk/bicycle,none,1039.2,never,mixed,electricity,4.0,7.5,vegan,1259.7,3,medium,2,['none'],"['stove', 'microwave', 'grill', 'airfryer']",0.21741,0.44,1,uk,901.9
walk/bicycle,none,310.6,rarely,mixed,natural gas,4.5,5.0,omnivore,545.9,3,large,1,['none'],['airfryer'],0.21741,0.44,1,uk,722.9
private,hybrid,666.0,rarely,mixed,electricity,7.5,9.5,omnivore,796.9,0,extra large,2,['plastic'],"['stove', 'airfryer']",0.67013,0.11,10,india,465.8
private,hybrid,160.4,rarely,mixed,electricity,3.0,5.5,omnivore,208.4,1,small,2,['none'],"['stove', 'oven', 'microwave', 'grill', 'airfryer']",0.3844,0.36,1,us,501.2
public,none,218.6,rarely,mixed,electricity,5.0,4.5,omnivore,766.1,1,medium,5,"['paper', 'plastic']","['stove', 'oven']",0.21741,0.44,1,uk,862.4
private,hybrid,122.8,never,mixed,electricity,0.0,1.0,omnivore,2011.9,1,medium,7,"['paper', 'plastic']",['stove'],0.67013,0.11,1,india,762.2
public,none,126.6,never,mixed,natural gas,2.0,2.5,omnivore,4029.2,1,small,3,['none'],"['oven', 'microwave', 'grill']",0.67013,0.11,1,india,762.6
private,petrol,286.3,rarely,mixed,wood,3.0,2.5,omnivore,647.5,3,medium,3,['none'],['stove'],0.21741,0.44,10,uk,692.7
public,none,77.9,rarely,mixed,wood,3.5,5.5,vegetarian,384.4,1,large,2,['none'],['stove'],0.3844,0.36,1,us,478.4
private,petrol,383.7,often,mixed,electricity,6.5,1.0,vegan,489.0,6,large,7,['none'],"['stove', 'oven']",0.3844,0.36,3,us,763.8
public,none,281.2,never,mixed,wood,6.5,5.0,omnivore,265.6,5,large,4,['none'],['stove'],0.21741,0.44,1,uk,607.9
private,diesel,60.7,never,mixed,electricity,0.0,5.5,vegetarian,756.6,3,small,7,['plastic'],['oven'],0.3844,0.36,1,us,584.6
private,hybrid,433.8,rarely,mixed,electricity,3.5,1.5,omnivore,481.8,7,medium,1,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.3844,0.36,1,us,723.8
walk/bicycle,none,1207.4,rarely,mixed,electricity,6.5,4.5,omnivore,3938.4,1,extra large,6,['none'],['stove'],0.67013,0.11,2,india,1145.8
private,diesel,403.4,never,mixed,natural gas,5.0,3.0,omnivore,308.7,0,medium,4,['plastic'],"['oven', 'grill']",0.3844,0.36,1,us,532.6
private,hybrid,31.7,never,renewable_heavy,electricity,4.0,5.5,vegetarian,1730.4,0,extra large,5,"['plastic', 'glass']","['stove', 'oven', 'microwave']",0.147,0.11,1,india,774.7
private,none,1537.8,never,mixed,natural gas,3.0,4.0,vegetarian,271.5,2,medium,7,"['paper', 'metal']","['stove', 'airfryer']",0.21741,0.44,1,uk,479.8
private,diesel,24.7,very frequently,mixed,natural gas,0.0,8.0,vegetarian,839.7,1,medium,2,['none'],['none'],0.21741,0.44,1,uk,931.3
private,hybrid,38.6,often,mixed,electricity,4.0,0.0,vegetarian,1964.0,1,medium,3,"['paper', 'metal', 'glass']",['stove'],0.67013,0.11,2,india,603.6
public,none,37.3,very frequently,mixed,natural gas,0.0,8.5,pescatarian,1888.1,3,large,1,"['paper', 'plastic', 'metal']",['oven'],0.67013,0.11,1,india,864.6
private,diesel,141.3,never,mixed,electricity,3.5,1.0,vegan,329.2,1,medium,6,"['paper', 'glass']",['none'],0.21741,0.44,1,uk,464.8
private,diesel,31.5,rarely,mixed,electricity,7.5,7.0,omnivore,3817.7,0,medium,1,['plastic'],"['stove', 'oven', 'airfryer']",0.67013,0.11,1,india,873.1
walk/bicycle,none,24.0,rarely,mixed,electricity,5.5,1.5,vegan,2301.0,1,large,1,"['paper', 'plastic', 'metal']","['stove', 'airfryer']",0.3844,0.36,1,us,1116.7
public,none,96.7,often,renewable_heavy,natural gas,2.0,6.0,omnivore,1774.9,4,medium,1,"['paper', 'plastic', 'metal']","['stove', 'oven']",0.085,0.36,1,us,1139.1
private,petrol,93.6,never,mixed,electricity,4.5,7.5,vegetarian,660.4,0,medium,2,"['paper', 'plastic', 'metal']","['stove', 'grill']",0.3844,0.36,1,us,473.5
private,none,137.0,never,mixed,natural gas,7.5,4.0,pescatarian,1184.8,0,large,1,"['paper', 'plastic']","['stove', 'oven', 'microwave']",0.67013,0.11,1,india,425.3
private,hybrid,275.1,never,renewable_heavy,electricity,3.5,6.5,omnivore,323.2,4,medium,3,['none'],['stove'],0.085,0.36,3,us,477.6
public,none,671.4,rarely,mixed,natural gas,5.0,3.0,omnivore,2356.8,3,medium,4,['metal'],"['stove', 'oven', 'microwave']",0.67013,0.11,1,india,756.1
public,none,174.0,very frequently,renewable_heavy,electricity,5.0,8.0,vegetarian,124.3,6,small,1,"['paper', 'glass']","['stove', 'microwave']",0.085,0.36,6,us,713.4
public,none,267.4,never,mixed,electricity,4.5,2.5,vegetarian,1398.8,3,extra large,5,['none'],['microwave'],0.67013,0.11,2,india,572.2
public,none,137.3,rarely,mixed,electricity,3.5,3.0,vegetarian,720.9,3,large,3,['none'],"['stove', 'microwave', 'grill']",0.3844,0.36,6,us,553.1
public,none,509.6,never,renewable_heavy,electricity,9.5,5.0,omnivore,184.7,2,extra large,5,['none'],"['stove', 'oven']",0.085,0.36,1,us,755.3
private,electric,701.1,never,mixed,electricity,8.0,7.0,omnivore,2675.7,2,large,3,['none'],['airfryer'],0.67013,0.11,2,india,714.3
private,petrol,105.0,rarely,renewable_heavy,electricity,4.5,3.0,omnivore,1474.7,4,large,5,"['plastic', 'metal']",['none'],0.147,0.11,7,india,615.5
private,diesel,53.3,rarely,mixed,electricity,3.5,4.5,vegetarian,1404.6,1,small,1,['plastic'],"['stove', 'microwave', 'grill']",0.67013,0.11,4,india,402.2
walk/bicycle,none,105.2,rarely,renewable_heavy,electricity,5.5,4.0,vegan,2754.5,1,medium,3,['none'],"['stove', 'oven']",0.147,0.11,1,india,586.4
private,lpg,117.3,rarely,mixed,electricity,9.0,8.0,vegetarian,4759.3,1,small,2,"['plastic', 'glass']","['stove', 'microwave', 'airfryer']",0.67013,0.11,2,india,924.6
private,none,146.4,never,mixed,natural gas,5.0,7.5,omnivore,351.1,2,medium,4,"['paper', 'metal']","['oven', 'microwave', 'airfryer']",0.21741,0.44,1,uk,562.1
public,none,179.5,rarely,mixed,electricity,7.0,2.5,omnivore,948.6,3,extra large,3,['plastic'],['stove'],0.3844,0.36,4,us,766.4
private,none,146.7,rarely,renewable_heavy,electricity,2.0,0.0,vegetarian,438.3,2,medium,4,"['plastic', 'metal']",['none'],0.048,0.44,2,uk,434.1
private,electric,57.2,often,mixed,electricity,5.5,0.5,pescatarian,195.7,1,medium,4,['none'],"['oven', 'microwave']",0.21741,0.44,4,uk,436.0
public,none,142.7,rarely,mixed,natural gas,8.0,8.5,omnivore,3661.5,4,medium,4,['none'],"['stove', 'microwave', 'grill', 'airfryer']",0.67013,0.11,3,india,877.1
walk/bicycle,none,229.9,never,renewable_heavy,electricity,6.5,9.5,pescatarian,916.5,1,medium,3,"['paper', 'plastic', 'metal']","['oven', 'microwave', 'airfryer']",0.085,0.36,1,us,566.4
private,electric,696.2,often,mixed,electricity,7.5,4.0,omnivore,453.9,1,extra large,2,['none'],"['stove', 'oven']",0.21741,0.44,1,uk,919.4
private,petrol,106.2,rarely,mixed,wood,4.0,4.5,omnivore,220.9,4,medium,5,"['paper', 'metal']","['oven', 'microwave']",0.3844,0.36,6,us,447.5
walk/bicycle,none,174.1,never,mixed,wood,3.0,5.0,omnivore,197.6,2,large,2,['paper'],"['stove', 'oven', 'microwave', 'grill']",0.3844,0.36,2,us,452.3
public,none,158.3,often,mixed,electricity,6.5,5.0,omnivore,578.0,1,medium,2,"['paper', 'plastic']","['stove', 'oven']",0.3844,0.36,2,us,704.9
private,electric,111.3,often,mixed,natural gas,2.5,8.0,vegetarian,2587.5,14,medium,4,"['paper', 'plastic', 'metal']","['stove', 'grill']",0.67013,0.11,1,india,1106.0
private,petrol,113.9,very frequently,mixed,natural gas,8.0,8.0,vegetarian,657.8,2,small,2,"['paper', 'metal']","['stove', 'oven', 'airfryer']",0.3844,0.36,2,us,887.9
private,lpg,33.1,rarely,mixed,wood,6.5,2.0,omnivore,109.7,2,small,2,['none'],['oven'],0.21741,0.44,2,uk,399.7
private,petrol,264.9,often,mixed,electricity,9.0,3.0,vegetarian,226.7,1,large,6,['none'],['stove'],0.21741,0.44,1,uk,796.2
private,none,323.2,rarely,mixed,natural gas,3.0,5.5,vegetarian,1457.9,1,large,1,['none'],"['microwave', 'airfryer']",0.67013,0.11,1,india,514.5
public,none,121.9,rarely,mixed,electricity,2.0,10.0,omnivore,658.9,2,small,4,"['plastic', 'metal', 'glass']",['none'],0.21741,0.44,2,uk,590.6
public,none,277.3,never,mixed,natural gas,6.0,6.0,vegan,2022.6,1,medium,1,['none'],['microwave'],0.67013,0.11,4,india,345.4
public,none,37.0,rarely,mixed,electricity,5.0,5.5,omnivore,682.2,1,medium,2,['paper'],"['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,658.7
private,diesel,668.6,never,mixed,natural gas,2.0,4.0,omnivore,1161.8,1,large,4,"['paper', 'plastic']","['stove', 'oven']",0.67013,0.11,2,india,676.4
private,petrol,88.4,never,mixed,wood,6.0,2.5,vegan,132.1,3,small,3,"['paper', 'glass']",['stove'],0.21741,0.44,1,uk,307.1
public,none,139.5,often,mixed,electricity,8.5,3.0,vegetarian,580.9,4,small,2,['none'],"['stove', 'oven', 'microwave']",0.21741,0.44,2,uk,656.0
private,diesel,406.4,never,mixed,electricity,8.5,3.0,vegetarian,1771.0,0,medium,3,['none'],['stove'],0.67013,0.11,5,india,443.6
private,diesel,48.0,often,mixed,natural gas,4.0,8.0,vegetarian,2056.9,2,small,2,['paper'],['stove'],0.67013,0.11,4,india,631.3
private,hybrid,114.8,never,renewable_heavy,electricity,1.0,8.0,vegetarian,184.4,1,small,1,['glass'],"['stove', 'oven', 'microwave']",0.048,0.44,5,uk,247.5
private,electric,92.1,rarely,mixed,natural gas,2.5,7.5,omnivore,2157.6,15,large,1,['none'],['none'],0.67013,0.11,1,india,930.2
private,diesel,288.9,rarely,renewable_heavy,natural gas,2.0,3.5,omnivore,501.0,1,extra large,1,"['paper', 'plastic', 'metal']",['stove'],0.085,0.36,2,us,510.8
private,petrol,75.8,often,mixed,natural gas,2.5,5.0,vegetarian,369.6,1,large,4,['none'],"['stove', 'microwave']",0.21741,0.44,1,uk,747.1
public,none,350.2,never,mixed,natural gas,5.0,12.5,omnivore,644.6,3,large,12,['none'],"['stove', 'microwave']",0.3844,0.36,1,us,1249.7
private,lpg,222.8,often,renewable_heavy,electricity,2.0,7.0,pescatarian,3083.9,3,medium,3,['paper'],"['stove', 'grill']",0.147,0.11,1,india,857.5
private,none,43.5,often,renewable_heavy,electricity,0.0,4.0,vegetarian,893.2,1,medium,2,"['paper', 'glass']","['stove', 'microwave']",0.085,0.36,1,us,719.2
private,hybrid,378.3,never,mixed,natural gas,2.0,2.5,omnivore,2081.0,2,large,1,"['paper', 'plastic']","['stove', 'oven', 'grill', 'airfryer']",0.67013,0.11,1,india,686.7
private,petrol,951.6,never,mixed,electricity,8.0,7.0,vegan,926.8,4,large,2,['none'],"['microwave', 'grill']",0.21741,0.44,2,uk,797.1
private,electric,78.3,never,mixed,natural gas,6.0,6.0,omnivore,988.9,5,medium,1,['none'],"['oven', 'airfryer']",0.67013,0.11,3,india,475.7
private,petrol,111.8,never,mixed,electricity,1.5,3.0,vegetarian,3349.6,2,large,1,"['paper', 'plastic', 'metal', 'glass']","['stove', 'microwave']",0.67013,0.11,1,india,773.0
private,none,55.2,never,mixed,natural gas,5.5,6.5,omnivore,2051.2,1,small,2,"['paper', 'metal']","['stove', 'microwave']",0.67013,0.11,1,india,620.2
private,petrol,168.6,rarely,mixed,electricity,4.0,2.5,omnivore,344.9,0,small,2,"['paper', 'glass']","['stove', 'oven', 'grill']",0.21741,0.44,1,uk,485.0
walk/bicycle,none,474.5,never,mixed,natural gas,3.5,9.5,omnivore,1567.6,1,medium,1,['none'],"['stove', 'oven', 'microwave', 'grill', 'airfryer']",0.67013,0.11,5,india,492.3
private,petrol,96.4,rarely,mixed,electricity,3.5,4.0,omnivore,494.5,4,medium,5,['paper'],"['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,807.4
private,petrol,77.5,rarely,mixed,electricity,7.5,7.0,vegan,1015.6,2,small,5,['none'],"['stove', 'microwave']",0.21741,0.44,5,uk,661.0
walk/bicycle,none,558.7,rarely,mixed,electricity,2.0,8.5,omnivore,756.2,0,large,2,"['paper', 'plastic']","['stove', 'microwave']",0.21741,0.44,4,uk,685.9
public,none,89.5,often,mixed,electricity,4.5,3.0,vegetarian,601.8,0,medium,1,['paper'],"['stove', 'microwave']",0.21741,0.44,1,uk,628.1
public,none,93.7,rarely,renewable_heavy,wood,3.0,6.0,vegetarian,339.4,0,medium,3,"['paper', 'metal']","['stove', 'oven']",0.048,0.44,3,uk,365.2
private,electric,143.7,never,mixed,electricity,1.0,10.5,vegetarian,901.2,2,large,4,"['paper', 'plastic']","['oven', 'microwave']",0.21741,0.44,3,uk,552.9
walk/bicycle,none,37.2,never,renewable_heavy,electricity,6.5,9.0,omnivore,2528.1,1,large,1,"['plastic', 'metal']","['stove', 'microwave']",0.147,0.11,4,india,585.4
private,diesel,83.3,rarely,mixed,electricity,7.5,0.0,omnivore,205.7,1,large,1,['none'],"['stove', 'grill']",0.21741,0.44,1,uk,552.7
public,none,953.3,rarely,renewable_heavy,electricity,4.5,6.5,vegetarian,285.7,1,medium,6,['none'],['none'],0.085,0.36,1,us,511.4
public,none,339.7,rarely,mixed,electricity,6.5,9.0,omnivore,1089.0,1,medium,2,['none'],"['microwave', 'grill', 'airfryer']",0.3844,0.36,1,us,803.9
private,electric,309.6,often,renewable_heavy,natural gas,3.0,8.0,vegetarian,680.3,1,medium,2,['plastic'],"['stove', 'oven', 'microwave']",0.048,0.44,2,uk,701.4
walk/bicycle,none,313.6,often,renewable_heavy,wood,6.0,6.5,omnivore,734.0,5,large,1,"['paper', 'metal']","['stove', 'microwave']",0.048,0.44,2,uk,869.4
walk/bicycle,none,314.4,rarely,mixed,electricity,4.0,9.0,omnivore,399.2,3,medium,2,['none'],"['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,650.7
private,petrol,123.8,never,mixed,natural gas,2.5,5.5,vegetarian,279.4,3,small,2,['none'],['stove'],0.3844,0.36,1,us,385.8
private,lpg,168.2,often,mixed,wood,4.0,12.5,omnivore,169.0,6,medium,2,['none'],"['stove', 'oven']",0.3844,0.36,3,us,687.0
public,none,249.2,rarely,mixed,wood,4.0,3.0,omnivore,1264.8,4,small,1,"['paper', 'glass']","['stove', 'oven', 'microwave', 'grill']",0.67013,0.11,2,india,628.2
private,petrol,117.1,never,mixed,natural gas,5.5,6.0,omnivore,891.6,1,medium,1,"['paper', 'plastic']","['stove', 'oven', 'microwave', 'grill']",0.67013,0.11,2,india,414.4
private,petrol,589.2,often,mixed,natural gas,0.0,3.5,omnivore,5000.0,3,medium,3,"['paper', 'plastic', 'metal']","['stove', 'oven']",0.67013,0.11,4,india,1217.3
private,hybrid,39.3,never,renewable_heavy,electricity,3.0,8.5,vegan,1472.5,0,medium,2,['none'],"['stove', 'microwave']",0.147,0.11,1,india,329.1
public,none,135.9,never,mixed,natural gas,7.0,5.5,vegetarian,1473.0,1,extra large,1,"['paper', 'plastic', 'metal', 'glass']",['microwave'],0.67013,0.11,1,india,440.7
walk/bicycle,none,490.4,never,mixed,natural gas,4.0,0.5,omnivore,268.0,4,medium,2,['none'],['none'],0.21741,0.44,2,uk,421.6
private,diesel,443.6,never,renewable_heavy,electricity,1.0,0.5,pescatarian,170.8,1,medium,2,"['plastic', 'glass']","['stove', 'microwave']",0.085,0.36,1,us,368.1
public,none,115.4,never,mixed,electricity,6.5,0.5,vegetarian,134.0,2,large,5,['none'],"['stove', 'oven', 'microwave']",0.21741,0.44,2,uk,399.6
public,none,239.9,rarely,mixed,electricity,5.5,0.0,vegetarian,1086.2,7,medium,1,"['plastic', 'metal', 'glass']","['stove', 'oven', 'microwave']",0.3844,0.36,2,us,721.3
private,diesel,238.0,never,mixed,electricity,2.5,7.0,omnivore,5000.0,1,small,2,['none'],['microwave'],0.67013,0.11,2,india,829.6
private,petrol,1282.5,often,renewable_heavy,electricity,1.0,3.5,omnivore,3853.1,1,medium,2,"['paper', 'metal', 'glass']",['stove'],0.147,0.11,4,india,982.5
private,electric,88.3,rarely,mixed,natural gas,6.0,5.5,omnivore,2657.3,1,extra large,1,['none'],"['stove', 'oven', 'microwave', 'airfryer']",0.67013,0.11,1,india,809.0
public,none,218.6,rarely,mixed,natural gas,3.5,6.5,omnivore,187.8,1,large,4,['none'],"['stove', 'oven', 'microwave']",0.21741,0.44,1,uk,626.7
private,petrol,124.7,rarely,mixed,natural gas,0.0,1.0,omnivore,4070.7,1,small,3,['plastic'],"['stove', 'oven', 'grill', 'airfryer']",0.67013,0.11,1,india,768.2
private,diesel,714.7,never,mixed,natural gas,1.5,4.0,omnivore,449.1,1,medium,2,"['paper', 'glass']","['stove', 'oven', 'microwave']",0.3844,0.36,1,us,562.5
private,petrol,160.0,never,renewable_heavy,electricity,3.5,11.0,vegetarian,492.3,2,medium,1,"['paper', 'plastic', 'metal']","['stove', 'microwave']",0.048,0.44,2,uk,402.8
private,electric,103.6,rarely,renewable_heavy,electricity,8.5,8.5,omnivore,431.2,1,extra large,4,['none'],"['stove', 'microwave', 'grill']",0.048,0.44,1,uk,929.2
private,petrol,352.1,rarely,mixed,electricity,6.0,6.5,omnivore,3077.1,1,extra large,1,"['plastic', 'glass']",['stove'],0.67013,0.11,2,india,809.5
public,none,88.4,never,mixed,wood,0.5,6.5,omnivore,3428.3,2,medium,4,"['paper', 'plastic', 'metal', 'glass']",['stove'],0.67013,0.11,1,india,774.7
private,petrol,214.5,rarely,mixed,natural gas,2.5,5.0,omnivore,1853.5,1,large,1,"['paper', 'plastic', 'glass']",['none'],0.67013,0.11,3,india,634.8
public,none,331.4,never,mixed,natural gas,7.5,2.5,omnivore,3563.3,1,small,2,"['plastic', 'metal']","['stove', 'microwave']",0.67013,0.11,2,india,777.2
public,none,38.1,often,mixed,electricity,1.5,9.5,vegan,1707.3,3,large,5,"['paper', 'plastic', 'metal']",['oven'],0.67013,0.11,2,india,684.3
public,none,87.1,never,mixed,wood,6.0,0.5,omnivore,781.7,1,small,5,"['paper', 'glass']",['stove'],0.3844,0.36,5,us,566.7
private,petrol,1012.9,never,renewable_heavy,electricity,2.0,1.0,vegetarian,649.1,2,small,3,['none'],"['stove', 'grill', 'airfryer']",0.048,0.44,2,uk,613.4
private,diesel,221.1,rarely,mixed,electricity,3.5,5.5,omnivore,176.6,3,medium,3,"['paper', 'plastic', 'glass']","['stove', 'oven', 'microwave', 'airfryer']",0.3844,0.36,1,us,598.7
